day,p3,p15,p50,p85,p97
0,45.644,47.217,49.148,51.078,52.651
1,45.808,47.383,49.317,51.25,52.825
2,45.971,47.549,49.485,51.422,53
3,46.134,47.714,49.654,51.594,53.175
4,46.297,47.88,49.823,51.766,53.349
5,46.461,48.046,49.992,51.938,53.524
6,46.624,48.212,50.161,52.11,53.698
7,46.788,48.378,50.33,52.282,53.872
8,46.951,48.544,50.499,52.454,54.046
9,47.115,48.71,50.668,52.625,54.22
10,47.278,48.875,50.837,52.798,54.395
11,47.441,49.041,51.005,52.969,54.569
12,47.605,49.208,51.174,53.141,54.743
13,47.769,49.374,51.343,53.313,54.917
14,47.933,49.54,51.512,53.484,55.091
15,48.066,49.676,51.651,53.626,55.236
16,48.198,49.81,51.79,53.769,55.381
17,48.33,49.945,51.927,53.909,55.524
18,48.461,50.078,52.064,54.05,55.668
19,48.591,50.211,52.2,54.189,55.809
20,48.72,50.343,52.335,54.328,55.951
21,48.849,50.474,52.47,54.465,56.09
22,48.976,50.604,52.603,54.601,56.23
23,49.102,50.733,52.735,54.737,56.368
24,49.227,50.861,52.866,54.871,56.505
25,49.352,50.988,52.996,55.004,56.64
26,49.475,51.114,53.126,55.137,56.776
27,49.598,51.239,53.254,55.268,56.91
28,49.719,51.363,53.381,55.399,57.042
29,49.84,51.486,53.507,55.528,57.174
30,49.96,51.609,53.633,55.657,57.305
31,50.079,51.73,53.757,55.784,57.435
32,50.196,51.85,53.881,55.911,57.565
33,50.313,51.97,54.003,56.037,57.693
34,50.429,52.088,54.125,56.161,57.82
35,50.545,52.206,54.245,56.285,57.946
36,50.659,52.323,54.365,56.408,58.072
37,50.772,52.439,54.484,56.529,58.195
38,50.885,52.554,54.602,56.65,58.318
39,50.996,52.667,54.719,56.77,58.441
40,51.108,52.781,54.835,56.889,58.562
41,51.217,52.893,54.95,57.007,58.683
42,51.327,53.005,55.064,57.124,58.802
43,51.434,53.115,55.178,57.24,58.921
44,51.543,53.225,55.29,57.356,59.038
45,51.649,53.334,55.402,57.47,59.155
46,51.754,53.442,55.513,57.584,59.272
47,51.86,53.549,55.623,57.697,59.386
48,51.964,53.656,55.732,57.809,59.501
49,52.067,53.761,55.841,57.92,59.614
50,52.169,53.866,55.948,58.03,59.727
51,52.272,53.97,56.055,58.139,59.838
52,52.373,54.074,56.161,58.248,59.949
53,52.473,54.176,56.266,58.356,60.059
54,52.573,54.278,56.37,58.463,60.168
55,52.671,54.378,56.474,58.569,60.276
56,52.769,54.479,56.577,58.675,60.384
57,52.867,54.578,56.679,58.779,60.491
58,52.963,54.677,56.78,58.883,60.597
59,53.059,54.775,56.881,58.986,60.702
60,53.155,54.872,56.981,59.089,60.806
61,53.249,54.969,57.08,59.19,60.91
62,53.343,55.065,57.178,59.291,61.013
63,53.437,55.16,57.276,59.392,61.115
64,53.53,55.255,57.373,59.491,61.217
65,53.621,55.349,57.47,59.591,61.319
66,53.713,55.442,57.566,59.689,61.419
67,53.804,55.536,57.661,59.787,61.519
68,53.894,55.628,57.756,59.884,61.618
69,53.984,55.72,57.85,59.98,61.716
70,54.073,55.81,57.944,60.077,61.815
71,54.162,55.901,58.037,60.172,61.911
72,54.25,55.991,58.129,60.266,62.008
73,54.337,56.08,58.221,60.361,62.105
74,54.424,56.169,58.312,60.454,62.2
75,54.51,56.258,58.402,60.547,62.294
76,54.596,56.345,58.492,60.639,62.389
77,54.681,56.432,58.582,60.731,62.482
78,54.765,56.519,58.671,60.822,62.576
79,54.85,56.605,58.759,60.913,62.668
80,54.933,56.69,58.847,61.003,62.76
81,55.017,56.775,58.934,61.092,62.851
82,55.099,56.859,59.02,61.182,62.942
83,55.181,56.944,59.107,61.27,63.032
84,55.262,57.027,59.192,61.358,63.122
85,55.344,57.11,59.277,61.445,63.211
86,55.424,57.192,59.362,61.532,63.3
87,55.504,57.273,59.446,61.618,63.388
88,55.584,57.355,59.53,61.704,63.475
89,55.663,57.436,59.613,61.789,63.563
90,55.742,57.517,59.695,61.874,63.648
91,55.82,57.596,59.777,61.958,63.735
92,55.897,57.676,59.859,62.042,63.821
93,55.975,57.755,59.94,62.125,63.905
94,56.052,57.834,60.021,62.208,63.99
95,56.128,57.912,60.101,62.291,64.074
96,56.204,57.989,60.181,62.373,64.158
97,56.28,58.067,60.26,62.454,64.241
98,56.355,58.144,60.339,62.535,64.324
99,56.429,58.22,60.418,62.616,64.406
100,56.503,58.296,60.496,62.696,64.488
101,56.577,58.371,60.573,62.776,64.57
102,56.651,58.447,60.651,62.854,64.65
103,56.724,58.521,60.727,62.933,64.731
104,56.796,58.595,60.804,63.012,64.811
105,56.869,58.669,60.88,63.09,64.89
106,56.94,58.743,60.955,63.167,64.97
107,57.011,58.816,61.03,63.245,65.049
108,57.082,58.888,61.105,63.321,65.127
109,57.153,58.96,61.179,63.398,65.205
110,57.224,59.033,61.253,63.473,65.281
111,57.294,59.104,61.326,63.548,65.358
112,57.363,59.175,61.399,63.623,65.435
113,57.432,59.246,61.472,63.698,65.511
114,57.501,59.316,61.544,63.772,65.587
115,57.569,59.386,61.616,63.846,65.662
116,57.637,59.455,61.687,63.919,65.737
117,57.704,59.524,61.758,63.992,65.812
118,57.771,59.593,61.829,64.064,65.886
119,57.838,59.661,61.899,64.136,65.959
120,57.904,59.729,61.969,64.208,66.033
121,57.969,59.796,62.038,64.28,66.107
122,58.035,59.863,62.107,64.351,66.179
123,58.1,59.93,62.176,64.422,66.251
124,58.165,59.997,62.244,64.492,66.323
125,58.23,60.063,62.312,64.561,66.394
126,58.294,60.128,62.38,64.631,66.465
127,58.358,60.194,62.447,64.7,66.535
128,58.422,60.259,62.514,64.768,66.605
129,58.485,60.324,62.58,64.836,66.675
130,58.547,60.387,62.646,64.905,66.745
131,58.61,60.451,62.712,64.972,66.814
132,58.672,60.515,62.777,65.039,66.883
133,58.734,60.578,62.842,65.106,66.951
134,58.796,60.641,62.907,65.173,67.018
135,58.856,60.703,62.971,65.239,67.087
136,58.917,60.766,63.035,65.305,67.154
137,58.977,60.828,63.099,65.37,67.221
138,59.038,60.89,63.163,65.436,67.287
139,59.098,60.951,63.226,65.5,67.353
140,59.157,61.012,63.288,65.565,67.42
141,59.216,61.073,63.351,65.629,67.485
142,59.276,61.133,63.413,65.693,67.55
143,59.334,61.193,63.475,65.757,67.616
144,59.392,61.253,63.537,65.82,67.681
145,59.451,61.313,63.598,65.883,67.745
146,59.508,61.371,63.659,65.946,67.81
147,59.566,61.431,63.72,66.009,67.873
148,59.623,61.49,63.78,66.07,67.937
149,59.68,61.548,63.84,66.133,68.001
150,59.737,61.606,63.9,66.194,68.063
151,59.794,61.664,63.96,66.255,68.126
152,59.849,61.721,64.019,66.317,68.189
153,59.906,61.779,64.078,66.377,68.25
154,59.962,61.836,64.137,66.438,68.312
155,60.017,61.893,64.196,66.498,68.374
156,60.073,61.95,64.254,66.558,68.435
157,60.127,62.006,64.312,66.618,68.497
158,60.182,62.062,64.37,66.678,68.558
159,60.236,62.118,64.428,66.737,68.619
160,60.291,62.174,64.485,66.796,68.679
161,60.346,62.23,64.542,66.855,68.739
162,60.399,62.285,64.599,66.914,68.799
163,60.453,62.34,64.656,66.972,68.859
164,60.506,62.394,64.712,67.03,68.919
165,60.56,62.45,64.769,67.088,68.978
166,60.612,62.504,64.825,67.146,69.037
167,60.666,62.558,64.881,67.203,69.096
168,60.718,62.612,64.937,67.261,69.155
169,60.771,62.666,64.992,67.318,69.213
170,60.823,62.719,65.047,67.375,69.272
171,60.875,62.773,65.103,67.432,69.331
172,60.927,62.826,65.158,67.489,69.388
173,60.978,62.879,65.212,67.545,69.446
174,61.031,62.933,65.267,67.601,69.503
175,61.082,62.985,65.321,67.658,69.561
176,61.134,63.038,65.376,67.713,69.618
177,61.184,63.09,65.43,67.769,69.675
178,61.235,63.142,65.484,67.825,69.733
179,61.286,63.195,65.538,67.88,69.789
180,61.336,63.246,65.591,67.936,69.846
181,61.386,63.298,65.645,67.991,69.903
182,61.437,63.35,65.698,68.046,69.958
183,61.487,63.401,65.751,68.101,70.015
184,61.538,63.453,65.804,68.155,70.07
185,61.587,63.504,65.857,68.21,70.126
186,61.637,63.555,65.91,68.264,70.182
187,61.686,63.606,65.962,68.319,70.238
188,61.736,63.657,66.015,68.372,70.293
189,61.785,63.707,66.067,68.426,70.349
190,61.834,63.757,66.119,68.48,70.404
191,61.883,63.808,66.171,68.534,70.458
192,61.932,63.858,66.223,68.587,70.514
193,61.98,63.908,66.275,68.641,70.569
194,62.03,63.959,66.326,68.694,70.622
195,62.078,64.008,66.378,68.747,70.677
196,62.126,64.058,66.429,68.8,70.732
197,62.174,64.107,66.48,68.853,70.786
198,62.222,64.156,66.531,68.906,70.841
199,62.271,64.206,66.582,68.958,70.894
200,62.318,64.255,66.633,69.011,70.948
201,62.366,64.304,66.684,69.063,71.002
202,62.413,64.353,66.735,69.116,71.056
203,62.462,64.403,66.785,69.167,71.108
204,62.509,64.451,66.835,69.22,71.162
205,62.556,64.5,66.886,69.272,71.216
206,62.603,64.548,66.936,69.324,71.269
207,62.649,64.596,66.986,69.376,71.322
208,62.696,64.644,67.036,69.427,71.376
209,62.744,64.693,67.086,69.478,71.427
210,62.791,64.741,67.136,69.53,71.48
211,62.837,64.789,67.185,69.581,71.533
212,62.883,64.837,67.235,69.633,71.586
213,62.93,64.885,67.284,69.684,71.639
214,62.976,64.932,67.334,69.735,71.691
215,63.022,64.98,67.383,69.786,71.744
216,63.068,65.027,67.432,69.837,71.796
217,63.115,65.075,67.481,69.887,71.847
218,63.161,65.122,67.53,69.938,71.899
219,63.207,65.169,67.579,69.988,71.951
220,63.252,65.217,67.628,70.039,72.003
221,63.298,65.264,67.676,70.089,72.055
222,63.343,65.31,67.725,70.14,72.107
223,63.389,65.357,67.774,70.19,72.158
224,63.434,65.404,67.822,70.24,72.21
225,63.479,65.45,67.87,70.29,72.261
226,63.524,65.497,67.919,70.34,72.313
227,63.569,65.543,67.967,70.39,72.364
228,63.614,65.59,68.015,70.44,72.415
229,63.659,65.636,68.063,70.489,72.466
230,63.704,65.682,68.111,70.539,72.517
231,63.749,65.728,68.159,70.589,72.568
232,63.793,65.775,68.206,70.638,72.619
233,63.838,65.821,68.254,70.687,72.67
234,63.883,65.866,68.302,70.737,72.721
235,63.927,65.912,68.349,70.786,72.771
236,63.971,65.958,68.397,70.835,72.822
237,64.016,66.004,68.444,70.884,72.872
238,64.06,66.049,68.491,70.933,72.922
239,64.104,66.095,68.538,70.982,72.973
240,64.148,66.14,68.586,71.031,73.023
241,64.192,66.186,68.633,71.079,73.073
242,64.236,66.231,68.68,71.128,73.123
243,64.28,66.276,68.726,71.177,73.173
244,64.324,66.321,68.773,71.225,73.223
245,64.367,66.366,68.82,71.274,73.273
246,64.411,66.411,68.867,71.322,73.322
247,64.455,66.456,68.913,71.37,73.372
248,64.498,66.501,68.96,71.418,73.421
249,64.542,66.546,69.006,71.467,73.471
250,64.585,66.591,69.053,71.515,73.52
251,64.627,66.635,69.099,71.563,73.571
252,64.67,66.679,69.145,71.611,73.62
253,64.713,66.724,69.191,71.659,73.669
254,64.757,66.768,69.238,71.707,73.719
255,64.8,66.813,69.284,71.755,73.768
256,64.843,66.857,69.33,71.802,73.816
257,64.886,66.901,69.376,71.85,73.865
258,64.929,66.946,69.421,71.897,73.914
259,64.971,66.99,69.467,71.945,73.963
260,65.013,67.033,69.513,71.993,74.013
261,65.055,67.077,69.559,72.04,74.062
262,65.098,67.121,69.604,72.087,74.11
263,65.141,67.165,69.65,72.134,74.159
264,65.183,67.209,69.695,72.181,74.207
265,65.226,67.253,69.741,72.228,74.255
266,65.267,67.296,69.786,72.276,74.305
267,65.309,67.339,69.831,72.323,74.353
268,65.351,67.383,69.876,72.37,74.401
269,65.394,67.426,69.922,72.417,74.449
270,65.436,67.47,69.967,72.463,74.497
271,65.477,67.513,70.012,72.511,74.547
272,65.519,67.556,70.057,72.557,74.594
273,65.561,67.599,70.102,72.604,74.642
274,65.603,67.642,70.146,72.65,74.69
275,65.645,67.686,70.191,72.697,74.738
276,65.685,67.728,70.236,72.744,74.787
277,65.727,67.771,70.281,72.79,74.834
278,65.769,67.814,70.325,72.836,74.882
279,65.81,67.857,70.37,72.882,74.929
280,65.852,67.9,70.414,72.928,74.977
281,65.892,67.942,70.459,72.975,75.025
282,65.934,67.985,70.503,73.021,75.072
283,65.975,68.028,70.547,73.067,75.12
284,66.017,68.07,70.592,73.113,75.167
285,66.057,68.112,70.636,73.159,75.215
286,66.098,68.155,70.68,73.205,75.262
287,66.139,68.197,70.724,73.251,75.309
288,66.179,68.239,70.768,73.297,75.358
289,66.22,68.282,70.812,73.343,75.404
290,66.261,68.324,70.856,73.388,75.451
291,66.302,68.366,70.9,73.434,75.498
292,66.342,68.408,70.944,73.48,75.546
293,66.383,68.45,70.988,73.525,75.592
294,66.424,68.492,71.031,73.571,75.639
295,66.463,68.534,71.075,73.616,75.687
296,66.504,68.576,71.119,73.662,75.733
297,66.545,68.618,71.162,73.707,75.78
298,66.585,68.66,71.206,73.752,75.826
299,66.625,68.701,71.249,73.798,75.874
300,66.665,68.743,71.293,73.843,75.92
301,66.706,68.784,71.336,73.887,75.966
302,66.745,68.825,71.379,73.933,76.013
303,66.785,68.867,71.422,73.978,76.059
304,66.826,68.909,71.466,74.022,76.106
305,66.865,68.95,71.509,74.068,76.153
306,66.905,68.991,71.552,74.112,76.199
307,66.945,69.033,71.595,74.157,76.245
308,66.984,69.073,71.638,74.202,76.292
309,67.024,69.115,71.681,74.247,76.337
310,67.064,69.156,71.724,74.291,76.383
311,67.103,69.197,71.766,74.336,76.43
312,67.143,69.238,71.809,74.381,76.475
313,67.182,69.278,71.852,74.426,76.522
314,67.221,69.319,71.895,74.47,76.568
315,67.261,69.36,71.937,74.514,76.613
316,67.3,69.401,71.98,74.559,76.66
317,67.339,69.442,72.022,74.603,76.705
318,67.379,69.483,72.065,74.647,76.75
319,67.417,69.523,72.107,74.691,76.797
320,67.457,69.564,72.15,74.735,76.842
321,67.495,69.604,72.192,74.78,76.888
322,67.535,69.644,72.234,74.824,76.933
323,67.574,69.685,72.276,74.867,76.978
324,67.612,69.725,72.318,74.912,77.025
325,67.652,69.766,72.361,74.955,77.069
326,67.69,69.805,72.403,75,77.115
327,67.729,69.846,72.445,75.043,77.16
328,67.768,69.886,72.487,75.087,77.205
329,67.806,69.926,72.528,75.131,77.251
330,67.845,69.966,72.57,75.174,77.295
331,67.883,70.006,72.612,75.218,77.341
332,67.922,70.046,72.654,75.261,77.386
333,67.959,70.086,72.696,75.305,77.432
334,67.998,70.126,72.737,75.349,77.476
335,68.037,70.166,72.779,75.392,77.52
336,68.075,70.205,72.82,75.435,77.566
337,68.113,70.245,72.862,75.478,77.61
338,68.151,70.284,72.903,75.522,77.656
339,68.19,70.324,72.945,75.565,77.7
340,68.227,70.363,72.986,75.609,77.745
341,68.265,70.403,73.027,75.652,77.789
342,68.303,70.442,73.069,75.695,77.835
343,68.341,70.482,73.11,75.738,77.879
344,68.378,70.521,73.151,75.781,77.924
345,68.417,70.561,73.192,75.824,77.968
346,68.455,70.6,73.233,75.866,78.011
347,68.492,70.639,73.274,75.91,78.056
348,68.53,70.678,73.315,75.952,78.1
349,68.567,70.717,73.356,75.995,78.145
350,68.606,70.757,73.397,76.038,78.189
351,68.642,70.795,73.438,76.081,78.233
352,68.68,70.835,73.479,76.123,78.277
353,68.717,70.873,73.52,76.166,78.322
354,68.755,70.912,73.56,76.208,78.365
355,68.792,70.951,73.601,76.251,78.41
356,68.83,70.99,73.641,76.293,78.453
357,68.866,71.028,73.682,76.336,78.498
358,68.904,71.067,73.723,76.378,78.541
359,68.941,71.106,73.763,76.42,78.585
360,68.978,71.145,73.803,76.462,78.628
361,69.015,71.183,73.844,76.505,78.673
362,69.053,71.222,73.884,76.547,78.716
363,69.089,71.26,73.925,76.589,78.76
364,69.126,71.298,73.965,76.631,78.803
365,69.163,71.336,74.005,76.673,78.847
366,69.2,71.375,74.045,76.715,78.89
367,69.236,71.413,74.085,76.757,78.934
368,69.274,71.452,74.125,76.799,78.977
369,69.31,71.49,74.165,76.841,79.021
370,69.346,71.527,74.205,76.883,79.065
371,69.383,71.566,74.245,76.925,79.107
372,69.419,71.603,74.285,76.967,79.151
373,69.456,71.642,74.325,77.008,79.194
374,69.492,71.68,74.365,77.05,79.238
375,69.529,71.718,74.405,77.091,79.28
376,69.565,71.755,74.444,77.133,79.324
377,69.602,71.794,74.484,77.174,79.366
378,69.638,71.831,74.524,77.216,79.41
379,69.675,71.869,74.563,77.257,79.452
380,69.71,71.907,74.603,77.299,79.495
381,69.746,71.944,74.642,77.341,79.539
382,69.782,71.982,74.682,77.382,79.581
383,69.818,72.019,74.721,77.423,79.624
384,69.855,72.057,74.761,77.464,79.666
385,69.89,72.094,74.8,77.505,79.71
386,69.927,72.132,74.839,77.546,79.752
387,69.962,72.169,74.878,77.588,79.795
388,69.999,72.207,74.918,77.628,79.837
389,70.034,72.244,74.957,77.67,79.88
390,70.069,72.281,74.996,77.711,79.923
391,70.105,72.318,75.035,77.751,79.964
392,70.141,72.355,75.074,77.793,80.007
393,70.177,72.393,75.113,77.833,80.049
394,70.212,72.43,75.152,77.874,80.092
395,70.248,72.467,75.191,77.914,80.133
396,70.283,72.504,75.23,77.956,80.176
397,70.318,72.541,75.269,77.997,80.219
398,70.354,72.578,75.307,78.037,80.26
399,70.389,72.614,75.346,78.078,80.303
400,70.425,72.652,75.385,78.118,80.344
401,70.46,72.688,75.424,78.159,80.387
402,70.495,72.725,75.462,78.2,80.43
403,70.531,72.762,75.501,78.24,80.471
404,70.565,72.798,75.539,78.28,80.513
405,70.601,72.835,75.578,78.32,80.554
406,70.636,72.872,75.616,78.361,80.597
407,70.67,72.908,75.655,78.401,80.639
408,70.706,72.945,75.693,78.441,80.68
409,70.74,72.981,75.731,78.482,80.722
410,70.776,73.018,75.77,78.521,80.763
411,70.811,73.054,75.808,78.562,80.805
412,70.845,73.09,75.846,78.602,80.847
413,70.88,73.127,75.884,78.642,80.888
414,70.915,73.163,75.922,78.682,80.93
415,70.95,73.2,75.961,78.721,80.971
416,70.984,73.235,75.999,78.762,81.013
417,71.018,73.271,76.037,78.802,81.055
418,71.054,73.308,76.075,78.841,81.095
419,71.088,73.344,76.113,78.881,81.137
420,71.122,73.379,76.15,78.921,81.179
421,71.157,73.416,76.188,78.961,81.219
422,71.191,73.452,76.226,79.001,81.261
423,71.226,73.488,76.264,79.04,81.301
424,71.26,73.523,76.302,79.08,81.343
425,71.294,73.559,76.339,79.12,81.385
426,71.329,73.595,76.377,79.159,81.425
427,71.363,73.631,76.415,79.198,81.466
428,71.397,73.666,76.452,79.238,81.508
429,71.432,73.702,76.49,79.277,81.548
430,71.465,73.738,76.527,79.317,81.589
431,71.499,73.773,76.565,79.356,81.631
432,71.534,73.809,76.602,79.395,81.671
433,71.567,73.844,76.64,79.435,81.712
434,71.602,73.88,76.677,79.473,81.752
435,71.635,73.915,76.714,79.513,81.793
436,71.669,73.951,76.752,79.552,81.834
437,71.704,73.986,76.789,79.591,81.874
438,71.737,74.022,76.826,79.63,81.915
439,71.77,74.057,76.863,79.67,81.956
440,71.805,74.092,76.9,79.708,81.996
441,71.838,74.127,76.937,79.747,82.037
442,71.871,74.162,76.974,79.787,82.078
443,71.906,74.198,77.011,79.825,82.117
444,71.939,74.233,77.048,79.864,82.158
445,71.972,74.267,77.085,79.903,82.199
446,72.006,74.303,77.122,79.941,82.238
447,72.039,74.338,77.159,79.98,82.279
448,72.072,74.372,77.196,80.019,82.32
449,72.107,74.408,77.233,80.058,82.359
450,72.139,74.443,77.27,80.096,82.4
451,72.174,74.478,77.306,80.135,82.439
452,72.206,74.512,77.343,80.173,82.479
453,72.239,74.547,77.38,80.212,82.52
454,72.273,74.582,77.416,80.25,82.559
455,72.306,74.617,77.453,80.289,82.599
456,72.339,74.651,77.489,80.328,82.64
457,72.373,74.686,77.526,80.365,82.679
458,72.405,74.721,77.562,80.404,82.719
459,72.438,74.755,77.599,80.443,82.759
460,72.472,74.79,77.635,80.48,82.798
461,72.505,74.824,77.672,80.519,82.839
462,72.537,74.858,77.708,80.557,82.879
463,72.571,74.893,77.744,80.595,82.917
464,72.603,74.928,77.781,80.633,82.958
465,72.636,74.962,77.817,80.672,82.998
466,72.669,74.996,77.853,80.709,83.036
467,72.702,75.031,77.889,80.748,83.076
468,72.734,75.065,77.925,80.786,83.116
469,72.766,75.098,77.961,80.824,83.156
470,72.8,75.133,77.997,80.862,83.195
471,72.832,75.167,78.033,80.9,83.235
472,72.864,75.201,78.069,80.938,83.275
473,72.898,75.236,78.105,80.975,83.313
474,72.93,75.269,78.141,81.013,83.353
475,72.962,75.303,78.177,81.051,83.393
476,72.995,75.338,78.213,81.088,83.431
477,73.027,75.372,78.249,81.126,83.471
478,73.059,75.405,78.285,81.164,83.51
479,73.093,75.44,78.321,81.201,83.548
480,73.125,75.473,78.356,81.239,83.588
481,73.156,75.507,78.392,81.277,83.628
482,73.19,75.541,78.428,81.314,83.666
483,73.221,75.575,78.463,81.352,83.705
484,73.253,75.608,78.499,81.39,83.745
485,73.286,75.643,78.535,81.426,83.783
486,73.318,75.676,78.57,81.464,83.822
487,73.35,75.709,78.606,81.502,83.861
488,73.381,75.743,78.641,81.539,83.901
489,73.414,75.777,78.676,81.576,83.938
490,73.446,75.81,78.712,81.614,83.978
491,73.478,75.843,78.747,81.651,84.017
492,73.511,75.877,78.783,81.688,84.055
493,73.542,75.911,78.818,81.725,84.094
494,73.573,75.944,78.853,81.763,84.133
495,73.606,75.978,78.888,81.799,84.17
496,73.638,76.011,78.924,81.836,84.21
497,73.669,76.044,78.959,81.874,84.249
498,73.702,76.078,78.994,81.91,84.286
499,73.733,76.111,79.029,81.947,84.325
500,73.764,76.144,79.064,81.985,84.364
501,73.796,76.177,79.099,82.022,84.403
502,73.828,76.21,79.134,82.058,84.44
503,73.859,76.243,79.169,82.095,84.479
504,73.891,76.276,79.204,82.132,84.518
505,73.923,76.31,79.239,82.169,84.555
506,73.954,76.343,79.274,82.206,84.594
507,73.985,76.375,79.309,82.243,84.633
508,74.018,76.409,79.344,82.279,84.67
509,74.049,76.442,79.379,82.316,84.708
510,74.08,76.474,79.413,82.353,84.747
511,74.111,76.507,79.448,82.389,84.786
512,74.143,76.54,79.483,82.425,84.823
513,74.174,76.573,79.518,82.462,84.861
514,74.205,76.605,79.552,82.499,84.9
515,74.237,76.639,79.587,82.535,84.937
516,74.268,76.671,79.621,82.571,84.975
517,74.298,76.704,79.656,82.608,85.013
518,74.329,76.736,79.69,82.645,85.052
519,74.361,76.769,79.725,82.681,85.088
520,74.392,76.802,79.759,82.717,85.127
521,74.423,76.834,79.794,82.754,85.165
522,74.455,76.867,79.828,82.789,85.202
523,74.485,76.899,79.863,82.826,85.24
524,74.516,76.932,79.897,82.862,85.278
525,74.546,76.964,79.931,82.899,85.316
526,74.578,76.997,79.966,82.934,85.353
527,74.609,77.029,80,82.971,85.391
528,74.639,77.061,80.034,83.007,85.429
529,74.671,77.094,80.068,83.042,85.465
530,74.701,77.126,80.102,83.079,85.503
531,74.732,77.158,80.137,83.115,85.541
532,74.762,77.19,80.171,83.151,85.579
533,74.794,77.223,80.205,83.186,85.616
534,74.824,77.255,80.239,83.223,85.653
535,74.854,77.287,80.273,83.259,85.691
536,74.886,77.319,80.307,83.294,85.728
537,74.916,77.351,80.341,83.33,85.765
538,74.946,77.383,80.375,83.366,85.803
539,74.976,77.415,80.408,83.402,85.841
540,75.008,77.448,80.442,83.437,85.877
541,75.038,77.479,80.476,83.473,85.914
542,75.068,77.511,80.51,83.509,85.952
543,75.099,77.543,80.544,83.544,85.988
544,75.129,77.575,80.577,83.58,86.026
545,75.159,77.607,80.611,83.616,86.063
546,75.189,77.638,80.645,83.651,86.101
547,75.22,77.671,80.679,83.686,86.137
548,75.25,77.702,80.712,83.722,86.174
549,75.28,77.734,80.746,83.758,86.211
550,75.31,77.765,80.779,83.793,86.249
551,75.341,77.798,80.813,83.828,86.285
552,75.371,77.829,80.846,83.864,86.322
553,75.401,77.86,80.88,83.899,86.359
554,75.432,77.893,80.913,83.934,86.395
555,75.461,77.924,80.947,83.969,86.432
556,75.491,77.955,80.98,84.005,86.469
557,75.521,77.987,81.014,84.04,86.506
558,75.552,78.019,81.047,84.075,86.542
559,75.581,78.05,81.08,84.11,86.579
560,75.611,78.081,81.113,84.146,86.616
561,75.64,78.112,81.147,84.181,86.653
562,75.671,78.144,81.18,84.216,86.689
563,75.701,78.175,81.213,84.251,86.726
564,75.73,78.206,81.246,84.286,86.763
565,75.759,78.238,81.28,84.321,86.8
566,75.79,78.269,81.313,84.356,86.835
567,75.82,78.3,81.346,84.391,86.872
568,75.849,78.331,81.379,84.426,86.909
569,75.88,78.363,81.412,84.46,86.944
570,75.909,78.394,81.445,84.495,86.981
571,75.938,78.425,81.478,84.531,87.018
572,75.967,78.456,81.511,84.566,87.054
573,75.998,78.488,81.544,84.6,87.089
574,76.027,78.518,81.577,84.635,87.126
575,76.056,78.549,81.61,84.67,87.163
576,76.085,78.58,81.642,84.705,87.199
577,76.116,78.612,81.675,84.739,87.234
578,76.145,78.642,81.708,84.774,87.271
579,76.174,78.673,81.741,84.808,87.308
580,76.203,78.704,81.774,84.843,87.344
581,76.233,78.735,81.806,84.877,87.379
582,76.262,78.766,81.839,84.912,87.415
583,76.291,78.796,81.872,84.947,87.452
584,76.322,78.828,81.904,84.981,87.487
585,76.35,78.858,81.937,85.015,87.523
586,76.379,78.889,81.969,85.05,87.56
587,76.408,78.919,82.002,85.084,87.596
588,76.438,78.951,82.035,85.118,87.631
589,76.467,78.981,82.067,85.153,87.667
590,76.496,79.011,82.099,85.187,87.703
591,76.525,79.042,82.132,85.222,87.739
592,76.555,79.073,82.164,85.256,87.774
593,76.583,79.103,82.197,85.29,87.81
594,76.612,79.134,82.229,85.324,87.846
595,76.641,79.164,82.261,85.359,87.882
