day,p3,p15,p50,p85,p97
635,79.618,82.037,85.008,87.978,90.397
636,79.645,82.066,85.038,88.01,90.431
637,79.672,82.094,85.068,88.042,90.465
638,79.699,82.123,85.099,88.075,90.499
639,79.725,82.151,85.129,88.107,90.533
640,79.751,82.179,85.159,88.14,90.568
641,79.777,82.207,85.19,88.172,90.602
642,79.804,82.236,85.22,88.204,90.636
643,79.831,82.264,85.25,88.237,90.67
644,79.858,82.292,85.281,88.269,90.703
645,79.884,82.32,85.311,88.301,90.737
646,79.911,82.349,85.341,88.333,90.771
647,79.938,82.377,85.371,88.365,90.805
648,79.964,82.405,85.401,88.397,90.838
649,79.989,82.432,85.431,88.43,90.874
650,80.016,82.461,85.462,88.462,90.907
651,80.042,82.489,85.492,88.494,90.941
652,80.069,82.517,85.522,88.527,90.974
653,80.095,82.545,85.552,88.558,91.008
654,80.122,82.573,85.582,88.59,91.042
655,80.148,82.601,85.612,88.622,91.075
656,80.175,82.629,85.642,88.654,91.109
657,80.2,82.656,85.672,88.687,91.144
658,80.226,82.684,85.702,88.719,91.177
659,80.252,82.712,85.731,88.751,91.21
660,80.279,82.74,85.761,88.783,91.244
661,80.305,82.768,85.791,88.814,91.277
662,80.331,82.796,85.821,88.846,91.311
663,80.358,82.824,85.851,88.878,91.344
664,80.382,82.851,85.881,88.91,91.379
665,80.409,82.879,85.91,88.942,91.412
666,80.435,82.906,85.94,88.974,91.445
667,80.461,82.934,85.97,89.006,91.479
668,80.487,82.962,86,89.037,91.512
669,80.513,82.99,86.029,89.069,91.545
670,80.54,83.017,86.059,89.1,91.578
671,80.566,83.045,86.089,89.132,91.611
672,80.59,83.072,86.118,89.164,91.646
673,80.616,83.099,86.148,89.196,91.679
674,80.642,83.127,86.177,89.227,91.712
675,80.668,83.155,86.207,89.259,91.745
676,80.694,83.182,86.236,89.29,91.778
677,80.72,83.21,86.266,89.322,91.812
678,80.746,83.237,86.295,89.353,91.845
679,80.77,83.264,86.325,89.386,91.879
680,80.796,83.292,86.354,89.417,91.912
681,80.822,83.319,86.384,89.448,91.945
682,80.848,83.347,86.413,89.48,91.978
683,80.874,83.374,86.443,89.511,92.011
684,80.9,83.401,86.472,89.542,92.044
685,80.926,83.429,86.501,89.574,92.077
686,80.95,83.455,86.531,89.606,92.111
687,80.976,83.483,86.56,89.637,92.144
688,81.002,83.51,86.589,89.668,92.177
689,81.027,83.537,86.618,89.699,92.21
690,81.053,83.565,86.648,89.731,92.242
691,81.079,83.592,86.677,89.762,92.275
692,81.104,83.619,86.706,89.793,92.308
693,81.128,83.646,86.735,89.825,92.342
694,81.154,83.673,86.765,89.856,92.375
695,81.18,83.7,86.794,89.887,92.408
696,81.205,83.727,86.823,89.918,92.44
697,81.231,83.754,86.852,89.949,92.473
698,81.257,83.782,86.881,89.98,92.505
699,81.282,83.809,86.91,90.011,92.538
700,81.306,83.835,86.939,90.043,92.572
701,81.332,83.862,86.968,90.074,92.605
702,81.357,83.889,86.997,90.105,92.637
703,81.383,83.916,87.026,90.136,92.67
704,81.408,83.943,87.055,90.167,92.702
705,81.434,83.97,87.084,90.198,92.735
706,81.459,83.997,87.113,90.229,92.767
707,81.483,84.023,87.142,90.261,92.801
708,81.508,84.05,87.171,90.291,92.834
709,81.533,84.077,87.2,90.322,92.866
710,81.559,84.104,87.229,90.353,92.899
711,81.584,84.131,87.258,90.384,92.931
712,81.609,84.158,87.286,90.415,92.963
713,81.635,84.185,87.315,90.445,92.996
714,81.658,84.211,87.344,90.477,93.029
715,81.684,84.238,87.373,90.508,93.062
716,81.709,84.264,87.401,90.538,93.094
717,81.734,84.291,87.43,90.569,93.126
718,81.759,84.318,87.459,90.6,93.159
719,81.784,84.345,87.488,90.63,93.191
720,81.81,84.371,87.516,90.661,93.223
721,81.833,84.397,87.545,90.692,93.257
722,81.858,84.424,87.574,90.723,93.289
723,81.883,84.451,87.602,90.754,93.321
724,81.908,84.477,87.631,90.784,93.353
725,81.933,84.504,87.659,90.815,93.385
726,81.958,84.531,87.688,90.845,93.417
727,81.983,84.557,87.716,90.876,93.449
728,82.007,84.583,87.745,90.907,93.483
729,82.032,84.609,87.773,90.937,93.515
730,82.057,84.636,87.802,90.968,93.547
731,81.382,83.962,87.13,90.298,92.879
732,81.406,83.989,87.159,90.329,92.911
733,81.431,84.015,87.187,90.359,92.943
734,81.456,84.042,87.216,90.389,92.975
735,81.479,84.067,87.244,90.42,93.008
736,81.504,84.094,87.272,90.451,93.04
737,81.529,84.12,87.301,90.481,93.072
738,81.554,84.147,87.329,90.511,93.104
739,81.579,84.173,87.357,90.541,93.136
740,81.603,84.199,87.385,90.572,93.167
741,81.628,84.225,87.414,90.602,93.199
742,81.651,84.251,87.442,90.633,93.233
743,81.676,84.277,87.47,90.663,93.264
744,81.701,84.303,87.498,90.693,93.296
745,81.725,84.33,87.526,90.723,93.328
746,81.75,84.356,87.555,90.753,93.359
747,81.774,84.382,87.583,90.783,93.391
748,81.799,84.408,87.611,90.813,93.422
749,81.824,84.434,87.639,90.843,93.454
750,81.846,84.459,87.667,90.874,93.487
751,81.871,84.485,87.695,90.904,93.519
752,81.895,84.512,87.723,90.934,93.55
753,81.92,84.538,87.751,90.964,93.582
754,81.944,84.564,87.779,90.994,93.613
755,81.969,84.59,87.807,91.024,93.645
756,81.993,84.616,87.835,91.054,93.676
757,82.016,84.641,87.863,91.084,93.709
758,82.04,84.667,87.89,91.114,93.74
759,82.065,84.692,87.918,91.144,93.772
760,82.089,84.718,87.946,91.174,93.803
761,82.113,84.744,87.974,91.203,93.834
762,82.137,84.77,88.002,91.233,93.866
763,82.162,84.796,88.029,91.263,93.897
764,82.186,84.822,88.057,91.292,93.928
765,82.208,84.846,88.085,91.323,93.961
766,82.233,84.872,88.112,91.352,93.992
767,82.257,84.898,88.14,91.382,94.023
768,82.281,84.924,88.168,91.412,94.054
769,82.305,84.949,88.195,91.441,94.085
770,82.329,84.975,88.223,91.471,94.117
771,82.353,85.001,88.25,91.5,94.148
772,82.375,85.025,88.278,91.53,94.18
773,82.399,85.051,88.305,91.56,94.211
774,82.423,85.076,88.333,91.589,94.242
775,82.447,85.102,88.36,91.619,94.273
776,82.471,85.127,88.388,91.648,94.304
777,82.495,85.153,88.415,91.677,94.335
778,82.519,85.178,88.443,91.707,94.366
779,82.543,85.204,88.47,91.736,94.397
780,82.565,85.228,88.497,91.766,94.429
781,82.589,85.254,88.525,91.795,94.46
782,82.613,85.279,88.552,91.825,94.491
783,82.637,85.304,88.579,91.854,94.522
784,82.66,85.33,88.606,91.883,94.552
785,82.684,85.355,88.634,91.912,94.583
786,82.708,85.38,88.661,91.941,94.614
787,82.731,85.405,88.688,91.97,94.644
788,82.755,85.431,88.715,91.999,94.675
789,82.777,85.455,88.742,92.029,94.707
790,82.801,85.48,88.769,92.058,94.738
791,82.824,85.505,88.796,92.087,94.769
792,82.848,85.53,88.823,92.116,94.799
793,82.871,85.556,88.85,92.145,94.83
794,82.895,85.581,88.878,92.174,94.86
795,82.918,85.606,88.904,92.203,94.891
796,82.942,85.631,88.931,92.232,94.921
797,82.965,85.656,88.958,92.261,94.952
798,82.987,85.68,88.985,92.291,94.984
799,83.01,85.705,89.012,92.32,95.014
800,83.034,85.73,89.039,92.348,95.044
801,83.057,85.755,89.066,92.377,95.075
802,83.08,85.78,89.093,92.406,95.105
803,83.104,85.804,89.12,92.435,95.135
804,83.127,85.829,89.146,92.463,95.166
805,83.15,85.854,89.173,92.492,95.196
806,83.174,85.879,89.2,92.521,95.226
807,83.197,85.904,89.227,92.549,95.256
808,83.218,85.928,89.253,92.579,95.288
809,83.242,85.952,89.28,92.607,95.318
810,83.265,85.977,89.307,92.636,95.348
811,83.288,86.002,89.333,92.665,95.378
812,83.311,86.027,89.36,92.693,95.409
813,83.334,86.051,89.386,92.722,95.439
814,83.357,86.076,89.413,92.75,95.469
815,83.38,86.101,89.44,92.778,95.499
816,83.403,86.125,89.466,92.807,95.529
817,83.426,86.15,89.493,92.835,95.559
818,83.449,86.174,89.519,92.864,95.589
819,83.471,86.198,89.546,92.893,95.62
820,83.494,86.222,89.572,92.921,95.65
821,83.517,86.247,89.598,92.95,95.68
822,83.539,86.271,89.625,92.978,95.71
823,83.562,86.296,89.651,93.006,95.74
824,83.585,86.32,89.677,93.035,95.77
825,83.608,86.345,89.704,93.063,95.799
826,83.631,86.369,89.73,93.091,95.829
827,83.654,86.393,89.756,93.119,95.859
828,83.676,86.418,89.783,93.147,95.889
829,83.699,86.442,89.809,93.175,95.918
830,83.722,86.466,89.835,93.204,95.948
831,83.743,86.49,89.861,93.233,95.979
832,83.766,86.514,89.887,93.261,96.009
833,83.788,86.538,89.913,93.289,96.039
834,83.811,86.562,89.94,93.317,96.068
835,83.834,86.586,89.966,93.345,96.098
836,83.856,86.611,89.992,93.373,96.127
837,83.879,86.635,90.018,93.401,96.157
838,83.901,86.659,90.044,93.429,96.186
839,83.924,86.683,90.07,93.456,96.216
840,83.946,86.707,90.096,93.484,96.245
841,83.969,86.731,90.122,93.512,96.274
842,83.991,86.755,90.148,93.54,96.304
843,84.014,86.779,90.174,93.568,96.333
844,84.036,86.803,90.199,93.596,96.363
845,84.058,86.827,90.225,93.623,96.392
846,84.079,86.85,90.251,93.652,96.423
847,84.102,86.874,90.277,93.68,96.452
848,84.124,86.898,90.303,93.707,96.481
849,84.146,86.922,90.328,93.735,96.511
850,84.168,86.945,90.354,93.763,96.54
851,84.191,86.969,90.38,93.791,96.569
852,84.213,86.993,90.406,93.818,96.598
853,84.235,87.017,90.431,93.846,96.627
854,84.257,87.041,90.457,93.873,96.656
855,84.279,87.064,90.483,93.901,96.686
856,84.302,87.088,90.508,93.928,96.715
857,84.324,87.112,90.534,93.956,96.744
858,84.346,87.135,90.559,93.983,96.773
859,84.368,87.159,90.585,94.011,96.802
860,84.39,87.183,90.61,94.038,96.831
861,84.412,87.206,90.636,94.065,96.86
862,84.434,87.23,90.661,94.093,96.888
863,84.456,87.253,90.687,94.12,96.917
864,84.478,87.277,90.712,94.147,96.946
865,84.5,87.3,90.738,94.175,96.975
866,84.522,87.324,90.763,94.202,97.004
867,84.544,87.347,90.788,94.229,97.033
868,84.564,87.37,90.814,94.257,97.063
869,84.586,87.393,90.839,94.285,97.092
870,84.608,87.416,90.864,94.312,97.121
871,84.629,87.44,90.889,94.339,97.149
872,84.651,87.463,90.915,94.366,97.178
873,84.673,87.486,90.94,94.393,97.207
874,84.695,87.51,90.965,94.42,97.235
875,84.716,87.533,90.99,94.447,97.264
876,84.738,87.556,91.015,94.474,97.293
877,84.76,87.579,91.04,94.501,97.321
878,84.781,87.603,91.066,94.528,97.35
879,84.803,87.626,91.091,94.555,97.378
880,84.825,87.649,91.116,94.582,97.407
881,84.846,87.672,91.141,94.609,97.435
882,84.868,87.695,91.166,94.636,97.463
883,84.889,87.718,91.191,94.663,97.492
884,84.911,87.741,91.216,94.69,97.52
885,84.932,87.764,91.241,94.717,97.549
886,84.954,87.787,91.265,94.743,97.577
887,84.975,87.81,91.29,94.77,97.605
888,84.997,87.833,91.315,94.797,97.634
889,85.018,87.856,91.34,94.824,97.662
890,85.039,87.879,91.365,94.85,97.69
891,85.061,87.902,91.39,94.877,97.718
892,85.082,87.925,91.414,94.904,97.747
893,85.103,87.948,91.439,94.93,97.775
894,85.125,87.971,91.464,94.957,97.803
895,85.146,87.993,91.489,94.984,97.831
896,85.167,88.016,91.513,95.01,97.859
897,85.188,88.039,91.538,95.037,97.887
898,85.21,88.062,91.563,95.063,97.915
899,85.231,88.085,91.587,95.09,97.943
900,85.252,88.107,91.612,95.116,97.971
901,85.273,88.13,91.636,95.143,98
902,85.294,88.153,91.661,95.169,98.027
903,85.316,88.175,91.686,95.196,98.055
904,85.337,88.198,91.71,95.222,98.083
905,85.358,88.22,91.735,95.249,98.111
906,85.379,88.243,91.759,95.275,98.139
907,85.4,88.266,91.783,95.301,98.167
908,85.421,88.288,91.808,95.327,98.195
909,85.442,88.311,91.832,95.354,98.223
910,85.463,88.333,91.857,95.38,98.251
911,85.484,88.356,91.881,95.406,98.278
912,85.504,88.378,91.905,95.433,98.306
913,85.525,88.401,91.93,95.459,98.334
914,85.546,88.423,91.954,95.485,98.362
915,85.567,88.445,91.978,95.511,98.389
916,85.588,88.468,92.003,95.537,98.417
917,85.609,88.49,92.027,95.563,98.445
918,85.63,88.512,92.051,95.59,98.472
919,85.65,88.535,92.075,95.616,98.5
920,85.671,88.557,92.099,95.642,98.527
921,85.694,88.58,92.124,95.667,98.553
922,85.714,88.602,92.148,95.693,98.581
923,85.735,88.625,92.172,95.719,98.608
924,85.756,88.647,92.196,95.745,98.636
925,85.776,88.669,92.22,95.771,98.663
926,85.797,88.691,92.244,95.797,98.691
927,85.818,88.713,92.268,95.823,98.718
928,85.838,88.736,92.292,95.848,98.746
929,85.859,88.758,92.316,95.874,98.773
930,85.879,88.78,92.34,95.9,98.801
931,85.9,88.802,92.364,95.926,98.828
932,85.92,88.824,92.388,95.952,98.855
933,85.941,88.846,92.412,95.978,98.883
934,85.961,88.868,92.436,96.003,98.91
935,85.982,88.89,92.46,96.029,98.937
936,86.002,88.912,92.483,96.055,98.964
937,86.023,88.934,92.507,96.081,98.992
938,86.043,88.956,92.531,96.106,99.019
939,86.063,88.978,92.555,96.132,99.046
940,86.084,89,92.579,96.158,99.073
941,86.106,89.022,92.602,96.182,99.099
942,86.126,89.044,92.626,96.208,99.126
943,86.147,89.066,92.65,96.233,99.153
944,86.167,89.088,92.674,96.259,99.18
945,86.187,89.11,92.697,96.285,99.207
946,86.207,89.132,92.721,96.31,99.234
947,86.228,89.153,92.744,96.336,99.261
948,86.248,89.175,92.768,96.361,99.288
949,86.268,89.197,92.792,96.387,99.315
950,86.288,89.218,92.815,96.412,99.342
951,86.308,89.24,92.839,96.437,99.369
952,86.328,89.262,92.862,96.463,99.396
953,86.349,89.283,92.886,96.488,99.423
954,86.369,89.305,92.909,96.514,99.45
955,86.391,89.328,92.933,96.538,99.475
956,86.411,89.349,92.956,96.563,99.502
957,86.431,89.371,92.98,96.589,99.529
958,86.451,89.392,93.003,96.614,99.556
959,86.471,89.414,93.027,96.639,99.582
960,86.491,89.435,93.05,96.664,99.609
961,86.511,89.457,93.073,96.69,99.636
962,86.531,89.478,93.097,96.715,99.663
963,86.55,89.5,93.12,96.74,99.689
